video_id,top_1,top_2,top_3
ACCEDE09310.mp4,14863.mp3,14858.mp3,14864.mp3
ACCEDE09476.mp4,14753.mp3,14451.mp3,14443.mp3
ACCEDE09489.mp4,14451.mp3,14443.mp3,14753.mp3
ACCEDE09648.mp4,14861.mp3,14862.mp3,14859.mp3
ACCEDE09660.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09674.mp4,15015.mp3,15017.mp3,15020.mp3
ACCEDE09728.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09714.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09700.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09258.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09516.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09270.mp4,14753.mp3,14451.mp3,15017.mp3
ACCEDE09264.mp4,14858.mp3,14844.mp3,14848.mp3
ACCEDE09502.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09299.mp4,14385.mp3,14608.mp3,14481.mp3
ACCEDE09272.mp4,14753.mp3,15017.mp3,15015.mp3
ACCEDE09514.mp4,14380.mp3,14376.mp3,14374.mp3
ACCEDE09500.mp4,14692.mp3,14693.mp3,14492.mp3
ACCEDE09266.mp4,14858.mp3,14844.mp3,14848.mp3
ACCEDE09528.mp4,14587.mp3,14381.mp3,14379.mp3
ACCEDE09716.mp4,14680.mp3,14583.mp3,14582.mp3
ACCEDE09702.mp4,14692.mp3,15017.mp3,15015.mp3
ACCEDE09689.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09662.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09676.mp4,14753.mp3,14451.mp3,14443.mp3
ACCEDE09306.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09460.mp4,14753.mp3,14451.mp3,14443.mp3
ACCEDE09474.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09312.mp4,15017.mp3,15015.mp3,15021.mp3
ACCEDE09448.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09449.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09475.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09313.mp4,15041.mp3,15042.mp3,14380.mp3
ACCEDE09307.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09461.mp4,14440.mp3,14755.mp3,14453.mp3
ACCEDE09677.mp4,14692.mp3,14693.mp3,15015.mp3
ACCEDE09663.mp4,14575.mp3,14574.mp3,14577.mp3
ACCEDE09688.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09703.mp4,14692.mp3,15017.mp3,15015.mp3
ACCEDE09717.mp4,14862.mp3,14861.mp3,14859.mp3
ACCEDE09529.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09501.mp4,14692.mp3,14492.mp3,15044.mp3
ACCEDE09267.mp4,14692.mp3,14693.mp3,15017.mp3
ACCEDE09273.mp4,14753.mp3,14451.mp3,14443.mp3
ACCEDE09515.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09298.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09599.mp4,14862.mp3,14861.mp3,14859.mp3
ACCEDE09572.mp4,14858.mp3,14844.mp3,14848.mp3
ACCEDE09566.mp4,14492.mp3,14692.mp3,15044.mp3
ACCEDE09758.mp4,14608.mp3,14481.mp3,14840.mp3
ACCEDE09770.mp4,14948.mp3,14947.mp3,14748.mp3
ACCEDE09764.mp4,14451.mp3,14440.mp3,14755.mp3
ACCEDE09638.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09604.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09610.mp4,14451.mp3,14443.mp3,14753.mp3
ACCEDE09348.mp4,14753.mp3,14451.mp3,14443.mp3
ACCEDE09360.mp4,14561.mp3,14584.mp3,14578.mp3
ACCEDE09406.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09412.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09374.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09413.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09375.mp4,15041.mp3,14380.mp3,14374.mp3
ACCEDE09361.mp4,14608.mp3,14481.mp3,14840.mp3
ACCEDE09407.mp4,14861.mp3,14862.mp3,14859.mp3
ACCEDE09349.mp4,14762.mp3,15023.mp3,15022.mp3
ACCEDE09611.mp4,14608.mp3,14481.mp3,14483.mp3
ACCEDE09605.mp4,14692.mp3,15017.mp3,15015.mp3
ACCEDE09639.mp4,14861.mp3,14862.mp3,14859.mp3
ACCEDE09765.mp4,14865.mp3,14864.mp3,14853.mp3
ACCEDE09771.mp4,14753.mp3,15017.mp3,15015.mp3
ACCEDE09759.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09567.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09573.mp4,14573.mp3,14565.mp3,14563.mp3
ACCEDE09598.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09559.mp4,15017.mp3,15015.mp3,15021.mp3
ACCEDE09565.mp4,14753.mp3,14451.mp3,14443.mp3
ACCEDE09571.mp4,14374.mp3,14380.mp3,14376.mp3
ACCEDE09798.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09767.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09773.mp4,14853.mp3,14855.mp3,14852.mp3
ACCEDE09613.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09607.mp4,15041.mp3,15042.mp3,15043.mp3
ACCEDE09388.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09439.mp4,14573.mp3,14565.mp3,14563.mp3
ACCEDE09377.mp4,14947.mp3,14948.mp3,14949.mp3
ACCEDE09411.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09405.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09363.mp4,15017.mp3,15015.mp3,15021.mp3
ACCEDE09404.mp4,14500.mp3,14517.mp3,14501.mp3
ACCEDE09362.mp4,15041.mp3,14380.mp3,14374.mp3
ACCEDE09376.mp4,14859.mp3,14842.mp3,14860.mp3
ACCEDE09410.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09438.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09389.mp4,14379.mp3,14876.mp3,14381.mp3
ACCEDE09606.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09612.mp4,14376.mp3,14380.mp3,14374.mp3
ACCEDE09772.mp4,14574.mp3,14575.mp3,14577.mp3
ACCEDE09766.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09799.mp4,14865.mp3,14864.mp3,14863.mp3
ACCEDE09570.mp4,14753.mp3,15017.mp3,15015.mp3
ACCEDE09564.mp4,14451.mp3,14443.mp3,14440.mp3
ACCEDE09558.mp4,14587.mp3,14381.mp3,14974.mp3
ACCEDE09560.mp4,14858.mp3,14844.mp3,14863.mp3
ACCEDE09574.mp4,14404.mp3,14948.mp3,14947.mp3
ACCEDE09548.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09789.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09762.mp4,14692.mp3,14492.mp3,15044.mp3
ACCEDE09776.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09616.mp4,14692.mp3,14693.mp3,15017.mp3
ACCEDE09602.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09399.mp4,14418.mp3,14419.mp3,14416.mp3
ACCEDE09414.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09372.mp4,14937.mp3,14938.mp3,14940.mp3
ACCEDE09366.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09400.mp4,14447.mp3,14433.mp3,14434.mp3
ACCEDE09428.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09429.mp4,14947.mp3,14948.mp3,14949.mp3
ACCEDE09367.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09401.mp4,14513.mp3,14501.mp3,14500.mp3
ACCEDE09415.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09373.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09398.mp4,14608.mp3,14481.mp3,14840.mp3
ACCEDE09603.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09617.mp4,14753.mp3,14451.mp3,14443.mp3
ACCEDE09777.mp4,14400.mp3,14395.mp3,15041.mp3
ACCEDE09763.mp4,15041.mp3,15042.mp3,15043.mp3
ACCEDE09788.mp4,14451.mp3,14443.mp3,14440.mp3
ACCEDE09549.mp4,14844.mp3,14843.mp3,14858.mp3
ACCEDE09575.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09561.mp4,15017.mp3,15015.mp3,15020.mp3
ACCEDE09588.mp4,14483.mp3,14484.mp3,14478.mp3
ACCEDE09577.mp4,14680.mp3,14583.mp3,14582.mp3
ACCEDE09563.mp4,15017.mp3,15015.mp3,15021.mp3
ACCEDE09239.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09775.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09761.mp4,14865.mp3,14864.mp3,14863.mp3
ACCEDE09749.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09601.mp4,14419.mp3,14418.mp3,14416.mp3
ACCEDE09615.mp4,14692.mp3,15017.mp3,15015.mp3
ACCEDE09629.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09403.mp4,14865.mp3,14864.mp3,14863.mp3
ACCEDE09365.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09371.mp4,14853.mp3,14852.mp3,14854.mp3
ACCEDE09417.mp4,15023.mp3,15022.mp3,14762.mp3
ACCEDE09359.mp4,15041.mp3,15042.mp3,15043.mp3
ACCEDE09358.mp4,15041.mp3,15042.mp3,15043.mp3
ACCEDE09370.mp4,15017.mp3,15015.mp3,15021.mp3
ACCEDE09416.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09402.mp4,14608.mp3,14481.mp3,14840.mp3
ACCEDE09364.mp4,15041.mp3,15042.mp3,14380.mp3
ACCEDE09628.mp4,14858.mp3,14844.mp3,14848.mp3
ACCEDE09614.mp4,14451.mp3,14753.mp3,14443.mp3
ACCEDE09600.mp4,14947.mp3,14948.mp3,14404.mp3
ACCEDE09748.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09760.mp4,14863.mp3,14864.mp3,14865.mp3
ACCEDE09774.mp4,14380.mp3,14374.mp3,14376.mp3
ACCEDE09238.mp4,14692.mp3,15017.mp3,15015.mp3
ACCEDE09562.mp4,14638.mp3,14637.mp3,14635.mp3
ACCEDE09576.mp4,14748.mp3,14747.mp3,15040.mp3
ACCEDE09589.mp4,14863.mp3,14864.mp3,14865.mp3
